etuus;vuosi;kuukausi;paiva;alue;variable;val
Yleinen asumistuki;2020;2;2020-02-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";9993
Yleinen asumistuki;2020;2;2020-02-01;Pirkanmaa;uudet saajaruokakunnat;841
Yleinen asumistuki;2020;2;2020-02-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";39879
Yleinen asumistuki;2020;2;2020-02-01;Pohjanmaa;uudet saajaruokakunnat;219
Yleinen asumistuki;2020;2;2020-02-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10091
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Karjala;uudet saajaruokakunnat;225
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13368
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;605
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";27721
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Savo;uudet saajaruokakunnat;317
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16719
Yleinen asumistuki;2020;2;2020-02-01;Päijät-Häme;uudet saajaruokakunnat;295
Yleinen asumistuki;2020;2;2020-02-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13498
Yleinen asumistuki;2020;2;2020-02-01;Satakunta;uudet saajaruokakunnat;221
Yleinen asumistuki;2020;2;2020-02-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11403
Yleinen asumistuki;2020;2;2020-02-01;Uusimaa;uudet saajaruokakunnat;2533
Yleinen asumistuki;2020;2;2020-02-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";119457
Yleinen asumistuki;2020;2;2020-02-01;Varsinais-Suomi;uudet saajaruokakunnat;628
Yleinen asumistuki;2020;2;2020-02-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33044
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Karjala;uudet saajaruokakunnat;153
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8765
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;192
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7865
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Savo;uudet saajaruokakunnat;170
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7406
Yleinen asumistuki;2020;3;2020-03-01;Kainuu;uudet saajaruokakunnat;99
Yleinen asumistuki;2020;3;2020-03-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3853
Yleinen asumistuki;2020;3;2020-03-01;Kanta-Häme;uudet saajaruokakunnat;170
Yleinen asumistuki;2020;3;2020-03-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8715
Yleinen asumistuki;2020;3;2020-03-01;Keski-Pohjanmaa;uudet saajaruokakunnat;76
Yleinen asumistuki;2020;3;2020-03-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2826
Yleinen asumistuki;2020;3;2020-03-01;Keski-Suomi;uudet saajaruokakunnat;404
Yleinen asumistuki;2020;3;2020-03-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";23220
Yleinen asumistuki;2020;3;2020-03-01;Kymenlaakso;uudet saajaruokakunnat;149
Yleinen asumistuki;2020;3;2020-03-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9424
Yleinen asumistuki;2020;3;2020-03-01;Lappi;uudet saajaruokakunnat;245
Yleinen asumistuki;2020;3;2020-03-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10039
Yleinen asumistuki;2020;3;2020-03-01;Pirkanmaa;uudet saajaruokakunnat;716
Yleinen asumistuki;2020;3;2020-03-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";39997
Yleinen asumistuki;2020;3;2020-03-01;Pohjanmaa;uudet saajaruokakunnat;176
Yleinen asumistuki;2020;3;2020-03-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10168
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Karjala;uudet saajaruokakunnat;229
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13453
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;669
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";27858
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Savo;uudet saajaruokakunnat;295
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16772
Yleinen asumistuki;2020;3;2020-03-01;Päijät-Häme;uudet saajaruokakunnat;291
Yleinen asumistuki;2020;3;2020-03-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13583
Yleinen asumistuki;2020;3;2020-03-01;Satakunta;uudet saajaruokakunnat;242
Yleinen asumistuki;2020;3;2020-03-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11383
Yleinen asumistuki;2020;3;2020-03-01;Uusimaa;uudet saajaruokakunnat;2668
Yleinen asumistuki;2020;3;2020-03-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";119759
Yleinen asumistuki;2020;3;2020-03-01;Varsinais-Suomi;uudet saajaruokakunnat;633
Yleinen asumistuki;2020;3;2020-03-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33131
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Karjala;uudet saajaruokakunnat;208
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8709
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;221
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7969
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Savo;uudet saajaruokakunnat;222
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7451
Yleinen asumistuki;2020;5;2020-05-01;Kainuu;uudet saajaruokakunnat;76
Yleinen asumistuki;2020;5;2020-05-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3883
Yleinen asumistuki;2020;5;2020-05-01;Kanta-Häme;uudet saajaruokakunnat;268
Yleinen asumistuki;2020;5;2020-05-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8685
Yleinen asumistuki;2020;5;2020-05-01;Keski-Pohjanmaa;uudet saajaruokakunnat;77
Yleinen asumistuki;2020;5;2020-05-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2846
Yleinen asumistuki;2020;5;2020-05-01;Keski-Suomi;uudet saajaruokakunnat;560
Yleinen asumistuki;2020;5;2020-05-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";23360
Yleinen asumistuki;2020;5;2020-05-01;Kymenlaakso;uudet saajaruokakunnat;269
Yleinen asumistuki;2020;5;2020-05-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9541
Yleinen asumistuki;2020;5;2020-05-01;Lappi;uudet saajaruokakunnat;320
Yleinen asumistuki;2020;5;2020-05-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10119
Yleinen asumistuki;2020;5;2020-05-01;Pirkanmaa;uudet saajaruokakunnat;1113
Yleinen asumistuki;2020;5;2020-05-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";40682
Yleinen asumistuki;2020;5;2020-05-01;Pohjanmaa;uudet saajaruokakunnat;215
Yleinen asumistuki;2020;5;2020-05-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";9971
Yleinen asumistuki;2020;5;2020-05-01;Pohjois-Karjala;uudet saajaruokakunnat;320
Yleinen asumistuki;2020;5;2020-05-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13550
Yleinen asumistuki;2020;5;2020-05-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;703
Yleinen asumistuki;2020;5;2020-05-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";28269
Yleinen asumistuki;2020;5;2020-05-01;Pohjois-Savo;uudet saajaruokakunnat;440
Yleinen asumistuki;2020;5;2020-05-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16768
Yleinen asumistuki;2020;5;2020-05-01;Päijät-Häme;uudet saajaruokakunnat;355
Yleinen asumistuki;2020;5;2020-05-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13739
Yleinen asumistuki;2020;5;2020-05-01;Satakunta;uudet saajaruokakunnat;280
Yleinen asumistuki;2020;5;2020-05-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11461
Yleinen asumistuki;2020;5;2020-05-01;Uusimaa;uudet saajaruokakunnat;5053
Yleinen asumistuki;2020;5;2020-05-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";123246
Yleinen asumistuki;2020;5;2020-05-01;Varsinais-Suomi;uudet saajaruokakunnat;966
Yleinen asumistuki;2020;5;2020-05-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33701
Yleinen asumistuki;2020;6;2020-06-01;Etelä-Karjala;uudet saajaruokakunnat;223
Yleinen asumistuki;2020;6;2020-06-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8564
Yleinen asumistuki;2020;6;2020-06-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;230
Yleinen asumistuki;2020;6;2020-06-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7926
Yleinen asumistuki;2020;6;2020-06-01;Etelä-Savo;uudet saajaruokakunnat;173
Yleinen asumistuki;2020;6;2020-06-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7375
Yleinen asumistuki;2020;6;2020-06-01;Kainuu;uudet saajaruokakunnat;109
Yleinen asumistuki;2020;6;2020-06-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3818
Yleinen asumistuki;2020;6;2020-06-01;Kanta-Häme;uudet saajaruokakunnat;261
Yleinen asumistuki;2020;6;2020-06-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8751
Yleinen asumistuki;2020;6;2020-06-01;Keski-Pohjanmaa;uudet saajaruokakunnat;82
Yleinen asumistuki;2020;6;2020-06-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2789
Yleinen asumistuki;2020;6;2020-06-01;Keski-Suomi;uudet saajaruokakunnat;528
Yleinen asumistuki;2020;6;2020-06-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";23222
Yleinen asumistuki;2020;6;2020-06-01;Kymenlaakso;uudet saajaruokakunnat;282
Yleinen asumistuki;2020;6;2020-06-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9578
Yleinen asumistuki;2020;6;2020-06-01;Lappi;uudet saajaruokakunnat;372
Yleinen asumistuki;2020;6;2020-06-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10101
Yleinen asumistuki;2020;6;2020-06-01;Pirkanmaa;uudet saajaruokakunnat;1027
Yleinen asumistuki;2020;6;2020-06-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";40671
Yleinen asumistuki;2020;6;2020-06-01;Pohjanmaa;uudet saajaruokakunnat;232
Yleinen asumistuki;2020;6;2020-06-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";9644
Yleinen asumistuki;2020;6;2020-06-01;Pohjois-Karjala;uudet saajaruokakunnat;252
Yleinen asumistuki;2020;6;2020-06-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13367
Yleinen asumistuki;2020;6;2020-06-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;802
Yleinen asumistuki;2020;6;2020-06-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";28046
Yleinen asumistuki;2020;6;2020-06-01;Pohjois-Savo;uudet saajaruokakunnat;420
Yleinen asumistuki;2020;6;2020-06-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16620
Yleinen asumistuki;2020;6;2020-06-01;Päijät-Häme;uudet saajaruokakunnat;407
Yleinen asumistuki;2020;6;2020-06-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13827
Yleinen asumistuki;2020;6;2020-06-01;Satakunta;uudet saajaruokakunnat;340
Yleinen asumistuki;2020;6;2020-06-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11327
Yleinen asumistuki;2020;6;2020-06-01;Uusimaa;uudet saajaruokakunnat;5173
Yleinen asumistuki;2020;6;2020-06-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";126579
Yleinen asumistuki;2020;6;2020-06-01;Varsinais-Suomi;uudet saajaruokakunnat;950
Yleinen asumistuki;2020;6;2020-06-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33720
Yleinen asumistuki;2020;7;2020-07-01;Etelä-Karjala;uudet saajaruokakunnat;232
Yleinen asumistuki;2020;7;2020-07-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8399
Yleinen asumistuki;2020;7;2020-07-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;204
Yleinen asumistuki;2020;7;2020-07-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7810
Yleinen asumistuki;2020;7;2020-07-01;Etelä-Savo;uudet saajaruokakunnat;136
Yleinen asumistuki;2020;7;2020-07-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7287
Yleinen asumistuki;2020;7;2020-07-01;Kainuu;uudet saajaruokakunnat;82
Yleinen asumistuki;2020;7;2020-07-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3721
Yleinen asumistuki;2020;7;2020-07-01;Kanta-Häme;uudet saajaruokakunnat;184
Yleinen asumistuki;2020;7;2020-07-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8735
Yleinen asumistuki;2020;7;2020-07-01;Keski-Pohjanmaa;uudet saajaruokakunnat;71
Yleinen asumistuki;2020;7;2020-07-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2707
Yleinen asumistuki;2020;7;2020-07-01;Keski-Suomi;uudet saajaruokakunnat;460
Yleinen asumistuki;2020;7;2020-07-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";22983
Yleinen asumistuki;2020;7;2020-07-01;Kymenlaakso;uudet saajaruokakunnat;218
Yleinen asumistuki;2020;7;2020-07-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9485
Yleinen asumistuki;2020;7;2020-07-01;Lappi;uudet saajaruokakunnat;306
Yleinen asumistuki;2020;7;2020-07-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10055
Yleinen asumistuki;2020;7;2020-07-01;Pirkanmaa;uudet saajaruokakunnat;1079
Yleinen asumistuki;2020;7;2020-07-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";40177
Yleinen asumistuki;2020;7;2020-07-01;Pohjanmaa;uudet saajaruokakunnat;247
Yleinen asumistuki;2020;7;2020-07-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";9341
Yleinen asumistuki;2020;7;2020-07-01;Pohjois-Karjala;uudet saajaruokakunnat;237
Yleinen asumistuki;2020;7;2020-07-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13062
Yleinen asumistuki;2020;7;2020-07-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;735
Yleinen asumistuki;2020;7;2020-07-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";27418
Yleinen asumistuki;2020;7;2020-07-01;Pohjois-Savo;uudet saajaruokakunnat;362
Yleinen asumistuki;2020;7;2020-07-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16430
Yleinen asumistuki;2020;7;2020-07-01;Päijät-Häme;uudet saajaruokakunnat;357
Yleinen asumistuki;2020;7;2020-07-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13860
Yleinen asumistuki;2020;7;2020-07-01;Satakunta;uudet saajaruokakunnat;258
Yleinen asumistuki;2020;7;2020-07-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11231
Yleinen asumistuki;2020;7;2020-07-01;Uusimaa;uudet saajaruokakunnat;3894
Yleinen asumistuki;2020;7;2020-07-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";128457
Yleinen asumistuki;2020;7;2020-07-01;Varsinais-Suomi;uudet saajaruokakunnat;862
Yleinen asumistuki;2020;7;2020-07-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33368
Yleinen asumistuki;2020;8;2020-08-01;Etelä-Karjala;uudet saajaruokakunnat;250
Yleinen asumistuki;2020;8;2020-08-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8317
Yleinen asumistuki;2020;8;2020-08-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;248
Yleinen asumistuki;2020;8;2020-08-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7608
Yleinen asumistuki;2020;8;2020-08-01;Etelä-Savo;uudet saajaruokakunnat;181
Yleinen asumistuki;2020;8;2020-08-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7062
Yleinen asumistuki;2020;8;2020-08-01;Kainuu;uudet saajaruokakunnat;122
Yleinen asumistuki;2020;8;2020-08-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3658
Yleinen asumistuki;2020;8;2020-08-01;Kanta-Häme;uudet saajaruokakunnat;210
Yleinen asumistuki;2020;8;2020-08-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8680
Yleinen asumistuki;2020;8;2020-08-01;Keski-Pohjanmaa;uudet saajaruokakunnat;69
Yleinen asumistuki;2020;8;2020-08-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2656
Yleinen asumistuki;2020;8;2020-08-01;Keski-Suomi;uudet saajaruokakunnat;676
Yleinen asumistuki;2020;8;2020-08-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";22254
Yleinen asumistuki;2020;8;2020-08-01;Kymenlaakso;uudet saajaruokakunnat;188
Yleinen asumistuki;2020;8;2020-08-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9361
Yleinen asumistuki;2020;8;2020-08-01;Lappi;uudet saajaruokakunnat;346
Yleinen asumistuki;2020;8;2020-08-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";9771
Yleinen asumistuki;2020;8;2020-08-01;Pirkanmaa;uudet saajaruokakunnat;1277
Yleinen asumistuki;2020;8;2020-08-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";39740
Yleinen asumistuki;2020;8;2020-08-01;Pohjanmaa;uudet saajaruokakunnat;342
Yleinen asumistuki;2020;8;2020-08-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";9040
Yleinen asumistuki;2020;8;2020-08-01;Pohjois-Karjala;uudet saajaruokakunnat;329
Yleinen asumistuki;2020;8;2020-08-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";12614
Yleinen asumistuki;2020;8;2020-08-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;913
Yleinen asumistuki;2020;8;2020-08-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";26935
Yleinen asumistuki;2020;8;2020-08-01;Pohjois-Savo;uudet saajaruokakunnat;449
Yleinen asumistuki;2020;8;2020-08-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";15951
Yleinen asumistuki;2020;8;2020-08-01;Päijät-Häme;uudet saajaruokakunnat;330
Yleinen asumistuki;2020;8;2020-08-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13713
Yleinen asumistuki;2020;8;2020-08-01;Satakunta;uudet saajaruokakunnat;293
Yleinen asumistuki;2020;8;2020-08-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11064
Yleinen asumistuki;2020;8;2020-08-01;Uusimaa;uudet saajaruokakunnat;3207
Yleinen asumistuki;2020;8;2020-08-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";128160
Yleinen asumistuki;2020;8;2020-08-01;Varsinais-Suomi;uudet saajaruokakunnat;947
Yleinen asumistuki;2020;8;2020-08-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";32849
Yleinen asumistuki;2020;9;2020-09-01;Etelä-Karjala;uudet saajaruokakunnat;467
Yleinen asumistuki;2020;9;2020-09-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8392
Yleinen asumistuki;2020;9;2020-09-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;369
Yleinen asumistuki;2020;9;2020-09-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7667
Yleinen asumistuki;2020;9;2020-09-01;Etelä-Savo;uudet saajaruokakunnat;307
Yleinen asumistuki;2020;9;2020-09-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7077
Yleinen asumistuki;2020;9;2020-09-01;Kainuu;uudet saajaruokakunnat;186
Yleinen asumistuki;2020;9;2020-09-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3681
Yleinen asumistuki;2020;9;2020-09-01;Kanta-Häme;uudet saajaruokakunnat;343
Yleinen asumistuki;2020;9;2020-09-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8676
Yleinen asumistuki;2020;9;2020-09-01;Keski-Pohjanmaa;uudet saajaruokakunnat;130
Yleinen asumistuki;2020;9;2020-09-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2635
Yleinen asumistuki;2020;9;2020-09-01;Keski-Suomi;uudet saajaruokakunnat;1087
Yleinen asumistuki;2020;9;2020-09-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";22443
Yleinen asumistuki;2020;9;2020-09-01;Kymenlaakso;uudet saajaruokakunnat;292
Yleinen asumistuki;2020;9;2020-09-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9257
Yleinen asumistuki;2020;9;2020-09-01;Lappi;uudet saajaruokakunnat;536
Yleinen asumistuki;2020;9;2020-09-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";9847
Yleinen asumistuki;2020;9;2020-09-01;Pirkanmaa;uudet saajaruokakunnat;1827
Yleinen asumistuki;2020;9;2020-09-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";40313
Yleinen asumistuki;2020;9;2020-09-01;Pohjanmaa;uudet saajaruokakunnat;718
Yleinen asumistuki;2020;9;2020-09-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";9154
Yleinen asumistuki;2020;9;2020-09-01;Pohjois-Karjala;uudet saajaruokakunnat;546
Yleinen asumistuki;2020;9;2020-09-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";12560
Yleinen asumistuki;2020;9;2020-09-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;1337
Yleinen asumistuki;2020;9;2020-09-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";27278
Yleinen asumistuki;2020;9;2020-09-01;Pohjois-Savo;uudet saajaruokakunnat;684
