etuus;vuosi;kuukausi;paiva;ikaluokka;sukupuoli;saajat_kaikki
Epidemiatuki;2019;5;2019-05-01;25-34;miehet;0
Epidemiatuki;2019;5;2019-05-01;35-44;miehet;0
Epidemiatuki;2019;5;2019-05-01;45-54;miehet;0
Epidemiatuki;2019;5;2019-05-01;yli 54;miehet;0
Epidemiatuki;2019;5;2019-05-01;18-24;naiset;0
Epidemiatuki;2019;5;2019-05-01;25-34;naiset;0
Epidemiatuki;2019;5;2019-05-01;35-44;naiset;0
Epidemiatuki;2019;5;2019-05-01;45-54;naiset;0
Epidemiatuki;2019;5;2019-05-01;yli 54;naiset;0
Epidemiatuki;2019;6;2019-06-01;18-24;kaikki;0
Epidemiatuki;2019;6;2019-06-01;25-34;kaikki;0
Epidemiatuki;2019;6;2019-06-01;35-44;kaikki;0
Epidemiatuki;2019;6;2019-06-01;45-54;kaikki;0
Epidemiatuki;2019;6;2019-06-01;yli 54;kaikki;0
Epidemiatuki;2019;6;2019-06-01;18-24;miehet;0
Epidemiatuki;2019;6;2019-06-01;25-34;miehet;0
Epidemiatuki;2019;6;2019-06-01;35-44;miehet;0
Epidemiatuki;2019;6;2019-06-01;45-54;miehet;0
Epidemiatuki;2019;6;2019-06-01;yli 54;miehet;0
Epidemiatuki;2019;6;2019-06-01;18-24;naiset;0
Epidemiatuki;2019;6;2019-06-01;25-34;naiset;0
Epidemiatuki;2019;6;2019-06-01;35-44;naiset;0
Epidemiatuki;2019;6;2019-06-01;45-54;naiset;0
Epidemiatuki;2019;6;2019-06-01;yli 54;naiset;0
Epidemiatuki;2019;7;2019-07-01;18-24;kaikki;0
Epidemiatuki;2019;7;2019-07-01;25-34;kaikki;0
Epidemiatuki;2019;7;2019-07-01;35-44;kaikki;0
Epidemiatuki;2019;7;2019-07-01;45-54;kaikki;0
Epidemiatuki;2019;7;2019-07-01;yli 54;kaikki;0
Epidemiatuki;2019;7;2019-07-01;18-24;miehet;0
Epidemiatuki;2019;7;2019-07-01;25-34;miehet;0
Epidemiatuki;2019;7;2019-07-01;35-44;miehet;0
Epidemiatuki;2019;7;2019-07-01;45-54;miehet;0
Epidemiatuki;2019;7;2019-07-01;yli 54;miehet;0
Epidemiatuki;2019;7;2019-07-01;18-24;naiset;0
Epidemiatuki;2019;7;2019-07-01;25-34;naiset;0
Epidemiatuki;2019;7;2019-07-01;35-44;naiset;0
Epidemiatuki;2019;7;2019-07-01;45-54;naiset;0
Epidemiatuki;2019;7;2019-07-01;yli 54;naiset;0
Epidemiatuki;2019;8;2019-08-01;18-24;kaikki;0
Epidemiatuki;2019;8;2019-08-01;25-34;kaikki;0
Epidemiatuki;2019;8;2019-08-01;35-44;kaikki;0
Epidemiatuki;2019;8;2019-08-01;45-54;kaikki;0
Epidemiatuki;2019;8;2019-08-01;yli 54;kaikki;0
Epidemiatuki;2019;8;2019-08-01;18-24;miehet;0
Epidemiatuki;2019;8;2019-08-01;25-34;miehet;0
Epidemiatuki;2019;8;2019-08-01;35-44;miehet;0
Epidemiatuki;2019;8;2019-08-01;45-54;miehet;0
Epidemiatuki;2019;8;2019-08-01;yli 54;miehet;0
Epidemiatuki;2019;8;2019-08-01;18-24;naiset;0
Epidemiatuki;2019;8;2019-08-01;25-34;naiset;0
Epidemiatuki;2019;8;2019-08-01;35-44;naiset;0
Epidemiatuki;2019;8;2019-08-01;45-54;naiset;0
Epidemiatuki;2019;8;2019-08-01;yli 54;naiset;0
Epidemiatuki;2019;9;2019-09-01;18-24;kaikki;0
Epidemiatuki;2019;9;2019-09-01;25-34;kaikki;0
Epidemiatuki;2019;9;2019-09-01;35-44;kaikki;0
Epidemiatuki;2019;9;2019-09-01;45-54;kaikki;0
Epidemiatuki;2019;9;2019-09-01;yli 54;kaikki;0
Epidemiatuki;2019;9;2019-09-01;18-24;miehet;0
Epidemiatuki;2019;9;2019-09-01;25-34;miehet;0
Epidemiatuki;2019;9;2019-09-01;35-44;miehet;0
Epidemiatuki;2019;9;2019-09-01;45-54;miehet;0
Epidemiatuki;2019;9;2019-09-01;yli 54;miehet;0
Epidemiatuki;2019;9;2019-09-01;18-24;naiset;0
Epidemiatuki;2019;9;2019-09-01;25-34;naiset;0
Epidemiatuki;2019;9;2019-09-01;35-44;naiset;0
Epidemiatuki;2019;9;2019-09-01;45-54;naiset;0
Epidemiatuki;2019;9;2019-09-01;yli 54;naiset;0
Epidemiatuki;2019;10;2019-10-01;18-24;kaikki;0
Epidemiatuki;2019;10;2019-10-01;25-34;kaikki;0
Epidemiatuki;2019;10;2019-10-01;35-44;kaikki;0
Epidemiatuki;2019;10;2019-10-01;45-54;kaikki;0
Epidemiatuki;2019;10;2019-10-01;yli 54;kaikki;0
Epidemiatuki;2019;10;2019-10-01;18-24;miehet;0
Epidemiatuki;2019;10;2019-10-01;25-34;miehet;0
Epidemiatuki;2019;10;2019-10-01;35-44;miehet;0
Epidemiatuki;2019;10;2019-10-01;45-54;miehet;0
Epidemiatuki;2019;10;2019-10-01;yli 54;miehet;0
Epidemiatuki;2019;10;2019-10-01;18-24;naiset;0
Epidemiatuki;2019;10;2019-10-01;25-34;naiset;0
Epidemiatuki;2019;10;2019-10-01;35-44;naiset;0
Epidemiatuki;2019;10;2019-10-01;45-54;naiset;0
Epidemiatuki;2019;10;2019-10-01;yli 54;naiset;0
Epidemiatuki;2019;11;2019-11-01;18-24;kaikki;0
Epidemiatuki;2019;11;2019-11-01;25-34;kaikki;0
Epidemiatuki;2019;11;2019-11-01;35-44;kaikki;0
Epidemiatuki;2019;11;2019-11-01;45-54;kaikki;0
Epidemiatuki;2019;11;2019-11-01;yli 54;kaikki;0
Epidemiatuki;2019;11;2019-11-01;18-24;miehet;0
Epidemiatuki;2019;11;2019-11-01;25-34;miehet;0
Epidemiatuki;2019;11;2019-11-01;35-44;miehet;0
Epidemiatuki;2019;11;2019-11-01;45-54;miehet;0
Epidemiatuki;2019;11;2019-11-01;yli 54;miehet;0
Epidemiatuki;2019;11;2019-11-01;18-24;naiset;0
Epidemiatuki;2019;11;2019-11-01;25-34;naiset;0
Epidemiatuki;2019;11;2019-11-01;35-44;naiset;0
Epidemiatuki;2019;11;2019-11-01;45-54;naiset;0
Epidemiatuki;2019;11;2019-11-01;yli 54;naiset;0
Epidemiatuki;2019;12;2019-12-01;18-24;kaikki;0
Epidemiatuki;2019;12;2019-12-01;25-34;kaikki;0
Epidemiatuki;2019;12;2019-12-01;35-44;kaikki;0
Epidemiatuki;2019;12;2019-12-01;45-54;kaikki;0
Epidemiatuki;2019;12;2019-12-01;yli 54;kaikki;0
Epidemiatuki;2019;12;2019-12-01;18-24;miehet;0
Epidemiatuki;2019;12;2019-12-01;25-34;miehet;0
Epidemiatuki;2019;12;2019-12-01;35-44;miehet;0
Epidemiatuki;2019;12;2019-12-01;45-54;miehet;0
Epidemiatuki;2019;12;2019-12-01;yli 54;miehet;0
Epidemiatuki;2019;12;2019-12-01;18-24;naiset;0
Epidemiatuki;2019;12;2019-12-01;25-34;naiset;0
Epidemiatuki;2019;12;2019-12-01;35-44;naiset;0
Epidemiatuki;2019;12;2019-12-01;45-54;naiset;0
Epidemiatuki;2019;12;2019-12-01;yli 54;naiset;0
Epidemiatuki;2020;1;2020-01-01;18-24;kaikki;0
Epidemiatuki;2020;1;2020-01-01;25-34;kaikki;0
Epidemiatuki;2020;1;2020-01-01;35-44;kaikki;0
Epidemiatuki;2020;1;2020-01-01;45-54;kaikki;0
Epidemiatuki;2020;1;2020-01-01;yli 54;kaikki;0
Epidemiatuki;2020;1;2020-01-01;18-24;miehet;0
Epidemiatuki;2020;1;2020-01-01;25-34;miehet;0
Epidemiatuki;2020;1;2020-01-01;35-44;miehet;0
Epidemiatuki;2020;1;2020-01-01;45-54;miehet;0
Epidemiatuki;2020;1;2020-01-01;yli 54;miehet;0
Epidemiatuki;2020;1;2020-01-01;18-24;naiset;0
Epidemiatuki;2020;1;2020-01-01;25-34;naiset;0
Epidemiatuki;2020;1;2020-01-01;35-44;naiset;0
Epidemiatuki;2020;1;2020-01-01;45-54;naiset;0
Epidemiatuki;2020;1;2020-01-01;yli 54;naiset;0
Epidemiatuki;2020;2;2020-02-01;18-24;kaikki;0
Epidemiatuki;2020;2;2020-02-01;25-34;kaikki;0
Epidemiatuki;2020;2;2020-02-01;35-44;kaikki;0
Epidemiatuki;2020;2;2020-02-01;45-54;kaikki;0
Epidemiatuki;2020;2;2020-02-01;yli 54;kaikki;0
Epidemiatuki;2020;2;2020-02-01;18-24;miehet;0
Epidemiatuki;2020;2;2020-02-01;25-34;miehet;0
Epidemiatuki;2020;2;2020-02-01;35-44;miehet;0
Epidemiatuki;2020;2;2020-02-01;45-54;miehet;0
Epidemiatuki;2020;2;2020-02-01;yli 54;miehet;0
Epidemiatuki;2020;2;2020-02-01;18-24;naiset;0
Epidemiatuki;2020;2;2020-02-01;25-34;naiset;0
Epidemiatuki;2020;2;2020-02-01;35-44;naiset;0
Epidemiatuki;2020;2;2020-02-01;45-54;naiset;0
Epidemiatuki;2020;2;2020-02-01;yli 54;naiset;0
Epidemiatuki;2020;3;2020-03-01;18-24;kaikki;0
Epidemiatuki;2020;3;2020-03-01;25-34;kaikki;0
Epidemiatuki;2020;3;2020-03-01;35-44;kaikki;0
Epidemiatuki;2020;3;2020-03-01;45-54;kaikki;0
Epidemiatuki;2020;3;2020-03-01;yli 54;kaikki;0
Epidemiatuki;2020;3;2020-03-01;18-24;miehet;0
Epidemiatuki;2020;3;2020-03-01;25-34;miehet;0
Epidemiatuki;2020;3;2020-03-01;35-44;miehet;0
Epidemiatuki;2020;3;2020-03-01;45-54;miehet;0
Epidemiatuki;2020;3;2020-03-01;yli 54;miehet;0
Epidemiatuki;2020;3;2020-03-01;18-24;naiset;0
Epidemiatuki;2020;3;2020-03-01;25-34;naiset;0
Epidemiatuki;2020;3;2020-03-01;35-44;naiset;0
Epidemiatuki;2020;3;2020-03-01;45-54;naiset;0
Epidemiatuki;2020;3;2020-03-01;yli 54;naiset;0
Epidemiatuki;2020;4;2020-04-01;18-24;kaikki;0
Epidemiatuki;2020;4;2020-04-01;25-34;kaikki;0
Epidemiatuki;2020;4;2020-04-01;35-44;kaikki;0
Epidemiatuki;2020;4;2020-04-01;45-54;kaikki;0
Epidemiatuki;2020;4;2020-04-01;yli 54;kaikki;0
Epidemiatuki;2020;4;2020-04-01;18-24;miehet;0
Epidemiatuki;2020;4;2020-04-01;25-34;miehet;0
Epidemiatuki;2020;4;2020-04-01;35-44;miehet;0
Epidemiatuki;2020;4;2020-04-01;45-54;miehet;0
Epidemiatuki;2020;4;2020-04-01;yli 54;miehet;0
Epidemiatuki;2020;4;2020-04-01;18-24;naiset;0
Epidemiatuki;2020;4;2020-04-01;25-34;naiset;0
Epidemiatuki;2020;4;2020-04-01;35-44;naiset;0
Epidemiatuki;2020;4;2020-04-01;45-54;naiset;0
Epidemiatuki;2020;4;2020-04-01;yli 54;naiset;0
Epidemiatuki;2020;5;2020-05-01;18-24;kaikki;64
Epidemiatuki;2020;5;2020-05-01;25-34;kaikki;555
Epidemiatuki;2020;5;2020-05-01;35-44;kaikki;922
Epidemiatuki;2020;5;2020-05-01;45-54;kaikki;275
Epidemiatuki;2020;5;2020-05-01;yli 54;kaikki;97
Epidemiatuki;2020;5;2020-05-01;18-24;miehet;27
Epidemiatuki;2020;5;2020-05-01;25-34;miehet;130
Epidemiatuki;2020;5;2020-05-01;35-44;miehet;198
Epidemiatuki;2020;5;2020-05-01;45-54;miehet;111
Epidemiatuki;2020;5;2020-05-01;yli 54;miehet;49
Epidemiatuki;2020;5;2020-05-01;18-24;naiset;37
Epidemiatuki;2020;5;2020-05-01;25-34;naiset;425
Epidemiatuki;2020;5;2020-05-01;35-44;naiset;724
Epidemiatuki;2020;5;2020-05-01;45-54;naiset;164
Epidemiatuki;2020;5;2020-05-01;yli 54;naiset;48
Epidemiatuki;2020;6;2020-06-01;18-24;kaikki;16
Epidemiatuki;2020;6;2020-06-01;25-34;kaikki;159
Epidemiatuki;2020;6;2020-06-01;35-44;kaikki;363
Epidemiatuki;2020;6;2020-06-01;45-54;kaikki;119
Epidemiatuki;2020;6;2020-06-01;yli 54;kaikki;36
Epidemiatuki;2020;6;2020-06-01;18-24;miehet;6
Epidemiatuki;2020;6;2020-06-01;25-34;miehet;41
Epidemiatuki;2020;6;2020-06-01;35-44;miehet;91
Epidemiatuki;2020;6;2020-06-01;45-54;miehet;49
Epidemiatuki;2020;6;2020-06-01;yli 54;miehet;21
Epidemiatuki;2020;6;2020-06-01;18-24;naiset;10
Epidemiatuki;2020;6;2020-06-01;25-34;naiset;118
Epidemiatuki;2020;6;2020-06-01;35-44;naiset;272
Epidemiatuki;2020;6;2020-06-01;45-54;naiset;70
Epidemiatuki;2020;6;2020-06-01;yli 54;naiset;15
Epidemiatuki;2020;7;2020-07-01;18-24;kaikki;9
Epidemiatuki;2020;7;2020-07-01;25-34;kaikki;71
Epidemiatuki;2020;7;2020-07-01;35-44;kaikki;125
Epidemiatuki;2020;7;2020-07-01;45-54;kaikki;32
Epidemiatuki;2020;7;2020-07-01;yli 54;kaikki;5
Epidemiatuki;2020;7;2020-07-01;18-24;miehet;5
Epidemiatuki;2020;7;2020-07-01;25-34;miehet;29
Epidemiatuki;2020;7;2020-07-01;35-44;miehet;36
Epidemiatuki;2020;7;2020-07-01;45-54;miehet;14
Epidemiatuki;2020;7;2020-07-01;yli 54;miehet;4
Epidemiatuki;2020;7;2020-07-01;18-24;naiset;4
Epidemiatuki;2020;7;2020-07-01;25-34;naiset;42
Epidemiatuki;2020;7;2020-07-01;35-44;naiset;89
Epidemiatuki;2020;7;2020-07-01;45-54;naiset;18
Epidemiatuki;2020;7;2020-07-01;yli 54;naiset;1
Epidemiatuki;2020;8;2020-08-01;18-24;kaikki;5
Epidemiatuki;2020;8;2020-08-01;25-34;kaikki;19
Epidemiatuki;2020;8;2020-08-01;35-44;kaikki;29
Epidemiatuki;2020;8;2020-08-01;45-54;kaikki;14
Epidemiatuki;2020;8;2020-08-01;yli 54;kaikki;3
Epidemiatuki;2020;8;2020-08-01;18-24;miehet;3
Epidemiatuki;2020;8;2020-08-01;25-34;miehet;11
Epidemiatuki;2020;8;2020-08-01;35-44;miehet;7
Epidemiatuki;2020;8;2020-08-01;45-54;miehet;2
Epidemiatuki;2020;8;2020-08-01;yli 54;miehet;2
Epidemiatuki;2020;8;2020-08-01;18-24;naiset;2
Epidemiatuki;2020;8;2020-08-01;25-34;naiset;8
Epidemiatuki;2020;8;2020-08-01;35-44;naiset;22
Epidemiatuki;2020;8;2020-08-01;45-54;naiset;12
Epidemiatuki;2020;8;2020-08-01;yli 54;naiset;1
Epidemiatuki;2020;9;2020-09-01;18-24;kaikki;0
Epidemiatuki;2020;9;2020-09-01;25-34;kaikki;7
Epidemiatuki;2020;9;2020-09-01;35-44;kaikki;13
Epidemiatuki;2020;9;2020-09-01;45-54;kaikki;9
Epidemiatuki;2020;9;2020-09-01;yli 54;kaikki;1
Epidemiatuki;2020;9;2020-09-01;18-24;miehet;0
Epidemiatuki;2020;9;2020-09-01;25-34;miehet;5
Epidemiatuki;2020;9;2020-09-01;35-44;miehet;7
Epidemiatuki;2020;9;2020-09-01;45-54;miehet;6
Epidemiatuki;2020;9;2020-09-01;yli 54;miehet;1
Epidemiatuki;2020;9;2020-09-01;18-24;naiset;0
Epidemiatuki;2020;9;2020-09-01;25-34;naiset;2
Epidemiatuki;2020;9;2020-09-01;35-44;naiset;6
Epidemiatuki;2020;9;2020-09-01;45-54;naiset;3
Epidemiatuki;2020;9;2020-09-01;yli 54;naiset;0
Epidemiatuki;2020;10;2020-10-01;18-24;kaikki;0
Epidemiatuki;2020;10;2020-10-01;25-34;kaikki;6
Epidemiatuki;2020;10;2020-10-01;35-44;kaikki;2
Epidemiatuki;2020;10;2020-10-01;45-54;kaikki;1
Epidemiatuki;2020;10;2020-10-01;yli 54;kaikki;0
Epidemiatuki;2020;10;2020-10-01;18-24;miehet;0
Epidemiatuki;2020;10;2020-10-01;25-34;miehet;3
Epidemiatuki;2020;10;2020-10-01;35-44;miehet;0
Epidemiatuki;2020;10;2020-10-01;45-54;miehet;1
Epidemiatuki;2020;10;2020-10-01;yli 54;miehet;0
Epidemiatuki;2020;10;2020-10-01;18-24;naiset;0
Epidemiatuki;2020;10;2020-10-01;25-34;naiset;3
Epidemiatuki;2020;10;2020-10-01;35-44;naiset;2
Epidemiatuki;2020;10;2020-10-01;45-54;naiset;0
Epidemiatuki;2020;10;2020-10-01;yli 54;naiset;0
Epidemiatuki;2020;11;2020-11-01;18-24;kaikki;0
Epidemiatuki;2020;11;2020-11-01;25-34;kaikki;1
Epidemiatuki;2020;11;2020-11-01;35-44;kaikki;1
Epidemiatuki;2020;11;2020-11-01;45-54;kaikki;0
Epidemiatuki;2020;11;2020-11-01;yli 54;kaikki;0
Epidemiatuki;2020;11;2020-11-01;18-24;miehet;0
Epidemiatuki;2020;11;2020-11-01;25-34;miehet;0
Epidemiatuki;2020;11;2020-11-01;35-44;miehet;1
Epidemiatuki;2020;11;2020-11-01;45-54;miehet;0
Epidemiatuki;2020;11;2020-11-01;yli 54;miehet;0
Epidemiatuki;2020;11;2020-11-01;18-24;naiset;0
Epidemiatuki;2020;11;2020-11-01;25-34;naiset;1
Epidemiatuki;2020;11;2020-11-01;35-44;naiset;0
Epidemiatuki;2020;11;2020-11-01;45-54;naiset;0
Epidemiatuki;2020;11;2020-11-01;yli 54;naiset;0
Epidemiatuki;2020;12;2020-12-01;18-24;kaikki;0
Epidemiatuki;2020;12;2020-12-01;25-34;kaikki;0
Epidemiatuki;2020;12;2020-12-01;35-44;kaikki;0
Epidemiatuki;2020;12;2020-12-01;45-54;kaikki;0
Epidemiatuki;2020;12;2020-12-01;yli 54;kaikki;1
Epidemiatuki;2020;12;2020-12-01;18-24;miehet;0
Epidemiatuki;2020;12;2020-12-01;25-34;miehet;0
Epidemiatuki;2020;12;2020-12-01;35-44;miehet;0
Epidemiatuki;2020;12;2020-12-01;45-54;miehet;0
Epidemiatuki;2020;12;2020-12-01;yli 54;miehet;1
Epidemiatuki;2020;12;2020-12-01;18-24;naiset;0
Epidemiatuki;2020;12;2020-12-01;25-34;naiset;0
Epidemiatuki;2020;12;2020-12-01;35-44;naiset;0
Epidemiatuki;2020;12;2020-12-01;45-54;naiset;0
Epidemiatuki;2020;12;2020-12-01;yli 54;naiset;0
Epidemiatuki;2021;1;2021-01-01;18-24;kaikki;0
Epidemiatuki;2021;1;2021-01-01;25-34;kaikki;0
Epidemiatuki;2021;1;2021-01-01;35-44;kaikki;0
Epidemiatuki;2021;1;2021-01-01;45-54;kaikki;0
Epidemiatuki;2021;1;2021-01-01;yli 54;kaikki;0
Epidemiatuki;2021;1;2021-01-01;18-24;miehet;0
Epidemiatuki;2021;1;2021-01-01;25-34;miehet;0
Epidemiatuki;2021;1;2021-01-01;35-44;miehet;0
Epidemiatuki;2021;1;2021-01-01;45-54;miehet;0
Epidemiatuki;2021;1;2021-01-01;yli 54;miehet;0
Epidemiatuki;2021;1;2021-01-01;18-24;naiset;0
Epidemiatuki;2021;1;2021-01-01;25-34;naiset;0
Epidemiatuki;2021;1;2021-01-01;35-44;naiset;0
Epidemiatuki;2021;1;2021-01-01;45-54;naiset;0
Epidemiatuki;2021;1;2021-01-01;yli 54;naiset;0
Epidemiatuki;2021;2;2021-02-01;18-24;kaikki;0
Epidemiatuki;2021;2;2021-02-01;25-34;kaikki;0
Epidemiatuki;2021;2;2021-02-01;35-44;kaikki;0
Epidemiatuki;2021;2;2021-02-01;45-54;kaikki;0
Epidemiatuki;2021;2;2021-02-01;yli 54;kaikki;0
Epidemiatuki;2021;2;2021-02-01;18-24;miehet;0
Epidemiatuki;2021;2;2021-02-01;25-34;miehet;0
Epidemiatuki;2021;2;2021-02-01;35-44;miehet;0
Epidemiatuki;2021;2;2021-02-01;45-54;miehet;0
Epidemiatuki;2021;2;2021-02-01;yli 54;miehet;0
Epidemiatuki;2021;2;2021-02-01;18-24;naiset;0
Epidemiatuki;2021;2;2021-02-01;25-34;naiset;0
Epidemiatuki;2021;2;2021-02-01;35-44;naiset;0
Epidemiatuki;2021;2;2021-02-01;45-54;naiset;0
Epidemiatuki;2021;2;2021-02-01;yli 54;naiset;0
Epidemiatuki;2021;3;2021-03-01;18-24;kaikki;0
Epidemiatuki;2021;3;2021-03-01;25-34;kaikki;0
Epidemiatuki;2021;3;2021-03-01;35-44;kaikki;0
Epidemiatuki;2021;3;2021-03-01;45-54;kaikki;0
Epidemiatuki;2021;3;2021-03-01;yli 54;kaikki;1
Epidemiatuki;2021;3;2021-03-01;18-24;miehet;0
Epidemiatuki;2021;3;2021-03-01;25-34;miehet;0
Epidemiatuki;2021;3;2021-03-01;35-44;miehet;0
Epidemiatuki;2021;3;2021-03-01;45-54;miehet;0
Epidemiatuki;2021;3;2021-03-01;yli 54;miehet;1
Epidemiatuki;2021;3;2021-03-01;18-24;naiset;0
Epidemiatuki;2021;3;2021-03-01;25-34;naiset;0
Epidemiatuki;2021;3;2021-03-01;35-44;naiset;0
Epidemiatuki;2021;3;2021-03-01;45-54;naiset;0
Epidemiatuki;2021;3;2021-03-01;yli 54;naiset;0
Epidemiatuki;2021;4;2021-04-01;18-24;kaikki;0
Epidemiatuki;2021;4;2021-04-01;25-34;kaikki;0
Epidemiatuki;2021;4;2021-04-01;35-44;kaikki;0
Epidemiatuki;2021;4;2021-04-01;45-54;kaikki;0
Epidemiatuki;2021;4;2021-04-01;yli 54;kaikki;0
Epidemiatuki;2021;4;2021-04-01;18-24;miehet;0
Epidemiatuki;2021;4;2021-04-01;25-34;miehet;0
Epidemiatuki;2021;4;2021-04-01;35-44;miehet;0
Epidemiatuki;2021;4;2021-04-01;45-54;miehet;0
Epidemiatuki;2021;4;2021-04-01;yli 54;miehet;0
Epidemiatuki;2021;4;2021-04-01;18-24;naiset;0
Epidemiatuki;2021;4;2021-04-01;25-34;naiset;0
Epidemiatuki;2021;4;2021-04-01;35-44;naiset;0
Epidemiatuki;2021;4;2021-04-01;45-54;naiset;0
Epidemiatuki;2021;4;2021-04-01;yli 54;naiset;0
Epidemiatuki;2021;5;2021-05-01;18-24;kaikki;0
Epidemiatuki;2021;5;2021-05-01;25-34;kaikki;0
Epidemiatuki;2021;5;2021-05-01;35-44;kaikki;0
Epidemiatuki;2021;5;2021-05-01;45-54;kaikki;0
Epidemiatuki;2021;5;2021-05-01;yli 54;kaikki;0
Epidemiatuki;2021;5;2021-05-01;18-24;miehet;0
Epidemiatuki;2021;5;2021-05-01;25-34;miehet;0
Epidemiatuki;2021;5;2021-05-01;35-44;miehet;0
Epidemiatuki;2021;5;2021-05-01;45-54;miehet;0
Epidemiatuki;2021;5;2021-05-01;yli 54;miehet;0
Epidemiatuki;2021;5;2021-05-01;18-24;naiset;0
Epidemiatuki;2021;5;2021-05-01;25-34;naiset;0
Epidemiatuki;2021;5;2021-05-01;35-44;naiset;0
Epidemiatuki;2021;5;2021-05-01;45-54;naiset;0
Epidemiatuki;2021;5;2021-05-01;yli 54;naiset;0
